,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
347,Iskateley,RU,67.6803,53.1512,23.79,97,98,8.68,overcast clouds
348,Yining,CN,29.0361,114.5636,35.06,52,7,2.44,clear sky
349,Kacarevo,RS,44.9666,20.6995,43.86,77,100,11.92,overcast clouds
350,Ocumare Del Tuy,VE,10.1165,-66.7761,71.04,91,49,3.44,scattered clouds
351,Beitbridge,ZW,-22.2167,30.0,75.36,70,87,19.62,light rain
352,Coquimbo,CL,-29.9533,-71.3436,62.33,82,0,6.91,clear sky
353,Grindavik,IS,63.8424,-22.4338,19.87,68,0,18.41,clear sky
354,Guadalupe Victoria,MX,32.2869,-115.105,64.94,48,100,10.87,overcast clouds
355,Kangalassy,RU,62.3464,129.9628,-52.67,94,100,4.05,overcast clouds
356,Katobu,ID,-4.9408,122.5276,84.29,66,100,3.36,overcast clouds
357,Lasa,IT,46.6166,10.7002,30.02,91,100,2.59,light snow
358,Faanui,PF,-16.4833,-151.75,79.29,76,100,18.1,light rain
359,Kieta,PG,-6.2167,155.6333,85.44,68,98,5.03,overcast clouds
360,Waipawa,NZ,-41.4122,175.5153,70.74,53,41,7.45,scattered clouds
361,Ponte Nova,BR,-20.4164,-42.9086,70.2,95,85,2.71,overcast clouds
362,Ziway,ET,7.9333,38.7167,59.74,73,0,11.1,clear sky
363,Praia Da Vitoria,PT,38.7333,-27.0667,50.76,93,0,5.44,clear sky
364,Nanortalik,GL,60.1432,-45.2371,20.19,71,100,39.06,overcast clouds
365,Jumla,NP,29.2747,82.1838,37.2,13,100,5.26,overcast clouds
366,Pangai,TO,-19.8,-174.35,87.91,70,40,6.91,scattered clouds
367,Kovdor,RU,67.5662,30.4758,30.27,91,93,9.46,overcast clouds
368,Kaithal,IN,29.8,76.3833,37.83,48,0,3.76,clear sky
369,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,67.66,86,100,2.84,overcast clouds
370,Santa Fe,AR,-31.6333,-60.7,88.0,38,6,5.01,light rain
371,Kilindoni,TZ,-7.9139,39.6668,81.25,77,76,12.93,broken clouds
372,Maceio,BR,-9.6658,-35.7353,78.24,83,40,4.61,scattered clouds
373,Port Augusta,AU,-32.5,137.7667,94.03,20,23,4.7,few clouds
374,Martapura,ID,-3.4167,114.85,80.69,89,20,2.3,few clouds
375,Bullhead City,US,35.1478,-114.5683,58.42,65,0,6.91,clear sky
376,Henties Bay,NA,-22.116,14.2845,66.25,93,92,1.28,light rain
377,Vestmannaeyjar,IS,63.4427,-20.2734,22.95,66,0,9.73,clear sky
378,Ayagoz,KZ,47.9714,80.4392,-16.89,94,43,4.5,scattered clouds
379,Hervey Bay,AU,-25.2986,152.8535,77.47,79,100,16.35,light rain
380,Sassandra,CI,4.95,-6.0833,76.69,89,6,4.29,clear sky
381,Chalmette,US,29.9427,-89.9634,55.4,80,0,11.5,clear sky
382,Kruisfontein,ZA,-34.0033,24.7314,67.89,92,63,6.26,broken clouds
383,Kununurra,AU,-15.7667,128.7333,85.98,79,40,6.91,scattered clouds
384,Ambovombe,MG,-25.1667,46.0833,71.69,88,0,6.85,clear sky
385,Santa Rosa,PH,14.3122,121.1114,79.02,83,100,11.81,moderate rain
386,Alekseyevka,RU,50.6309,38.6903,22.77,97,90,5.08,light snow
387,Kysyl-Syr,RU,63.8986,122.7617,-59.01,97,100,4.88,overcast clouds
388,Cumbitara,CO,1.6517,-77.5823,58.19,97,100,1.1,moderate rain
389,Tuatapere,NZ,-46.1333,167.6833,75.67,43,24,3.96,few clouds
390,Goure,NE,13.9835,10.2704,60.35,24,100,10.11,overcast clouds
391,Oum Hadjer,TD,13.2954,19.6966,66.16,24,71,10.11,broken clouds
392,Russell,US,32.3502,-85.1999,47.43,70,0,0.0,clear sky
393,Ostrovnoy,RU,68.0531,39.5131,32.38,91,100,23.89,light snow
394,Gweta,BW,-20.1833,25.2333,74.95,54,59,9.22,broken clouds
395,Tukrah,LY,32.5341,20.5791,57.79,73,51,11.61,light rain
396,Agadez,NE,19.75,10.25,54.48,33,0,10.27,clear sky
397,Geilo,NO,60.5333,8.2076,26.46,89,100,12.48,overcast clouds
398,Adrar,MR,20.5022,-10.0711,62.22,19,0,11.21,clear sky
399,Verkhoyansk,RU,67.5447,133.385,-47.22,100,100,1.03,overcast clouds
400,Boa Vista,BR,2.8197,-60.6733,80.58,74,40,3.44,scattered clouds
401,Dolores,AR,-36.3132,-57.6792,66.31,80,9,8.28,clear sky
402,Ouadda,CF,8.0777,22.4007,67.68,28,100,5.97,overcast clouds
403,Kinablangan,PH,7.6947,126.5503,83.1,73,97,1.86,overcast clouds
404,Bafilo,TG,9.35,1.2667,68.07,24,5,4.83,clear sky
405,Raudeberg,NO,61.9875,5.1352,36.27,24,100,31.09,overcast clouds
406,Bocaiuva,BR,-17.1078,-43.815,74.91,86,34,2.84,scattered clouds
407,Lahat,ID,-3.8,103.5333,81.39,69,66,1.61,broken clouds
408,Waingapu,ID,-9.6567,120.2641,85.98,65,36,8.39,scattered clouds
409,Waitati,NZ,-45.75,170.5667,70.56,59,19,6.31,few clouds
410,Burg,DE,51.8333,14.15,40.12,79,61,12.01,broken clouds
411,Healdsburg,US,38.6105,-122.8692,49.35,86,100,5.75,moderate rain
412,Coahuayana,MX,18.7333,-103.6833,70.39,82,10,1.61,clear sky
413,Avera,US,33.194,-82.5271,38.91,47,3,4.85,clear sky
414,Itarema,BR,-2.9248,-39.9167,77.65,86,100,9.8,overcast clouds
415,Cairns,AU,-16.9167,145.7667,87.75,66,40,11.5,scattered clouds
416,Tumaco,CO,1.7986,-78.8156,76.19,84,100,6.17,light rain
417,Srednekolymsk,RU,67.45,153.6833,-43.94,99,69,6.49,broken clouds
418,Kulachi,PK,31.9286,70.4592,44.6,24,0,10.67,clear sky
419,San Sebastian,ES,43.3128,-1.975,51.64,60,75,18.41,light rain
420,Vilshofen,DE,48.6333,13.1833,37.67,89,100,2.62,overcast clouds
421,Yenagoa,NG,4.9247,6.2642,76.03,87,19,3.78,few clouds
422,Biak,ID,-0.9131,122.8766,83.55,64,99,1.77,light rain
423,Harper,LR,4.375,-7.7169,78.44,80,2,4.85,clear sky
424,Jiexiu,CN,37.0244,111.9125,20.1,41,9,6.69,clear sky
425,Arman,RU,59.7,150.1667,-8.99,94,100,9.35,overcast clouds
426,Lensk,RU,60.7253,114.9278,-56.65,99,97,1.99,overcast clouds
427,Kiama,AU,-34.6833,150.8667,79.25,69,81,7.83,broken clouds
428,Kodinsk,RU,58.6881,99.1844,-25.56,100,95,1.43,overcast clouds
429,Petropavl,KZ,54.8753,69.1628,15.78,57,0,13.42,clear sky
430,Prachuap Khiri Khan,TH,12.2167,99.75,75.58,54,8,1.34,clear sky
431,Rio Gallegos,AR,-51.6226,-69.2181,60.85,41,0,10.36,clear sky
432,Joshimath,IN,30.5667,79.5667,34.07,32,1,7.81,clear sky
433,Vila Do Maio,CV,15.1333,-23.2167,73.49,74,100,11.05,overcast clouds
434,Basco,PH,20.4487,121.9702,72.36,76,100,34.52,overcast clouds
435,Finschhafen,PG,-6.6024,147.8681,85.87,68,90,7.99,overcast clouds
436,Manggar,ID,-2.8833,108.2667,81.91,76,100,8.01,overcast clouds
437,Senno,RU,59.5336,33.9167,31.26,95,100,13.27,snow
438,Bartica,GY,6.4,-58.6167,77.32,98,49,2.55,scattered clouds
439,Katsina,NG,12.9894,7.6006,60.15,23,100,10.31,overcast clouds
440,Brae,GB,60.3964,-1.353,33.01,50,77,6.6,broken clouds
441,Ruza,RU,55.699,36.1952,23.88,91,100,12.73,overcast clouds
442,Pangody,RU,65.85,74.4859,16.57,96,100,6.73,light snow
443,Changqing,CN,36.5575,116.7272,26.11,53,1,4.34,clear sky
444,Vanersborg,SE,58.3807,12.3234,39.58,81,75,10.36,broken clouds
445,Walvis Bay,NA,-22.9575,14.5053,67.15,82,100,11.5,light rain
446,Altay,CN,47.8667,88.1167,-9.36,81,87,5.23,overcast clouds
447,Nikolskoye,RU,59.7035,30.7861,33.8,97,100,11.81,light snow
448,Bad Sachsa,DE,51.595,10.5555,41.23,85,92,12.55,overcast clouds
449,Homer,US,59.6425,-151.5483,39.09,73,100,19.57,light rain
450,Inhambane,MZ,-23.865,35.3833,78.85,86,1,12.37,light rain
451,Souris,CA,49.6172,-100.2612,22.86,96,100,5.17,overcast clouds
452,San Nicolas,PH,18.1725,120.5953,78.71,78,20,17.27,few clouds
453,Cedar City,US,37.6775,-113.0619,34.77,75,100,10.36,overcast clouds
454,Eureka,US,40.8021,-124.1637,49.93,88,100,1.01,overcast clouds
455,Amalapuram,IN,16.5833,82.0167,65.35,91,61,1.99,broken clouds
456,Salon-De-Provence,FR,43.6407,5.0954,40.64,86,0,3.44,clear sky
457,Fort Nelson,CA,58.8053,-122.7002,10.94,94,100,2.3,mist
458,Svetlyy,RU,54.675,20.1347,39.25,78,50,21.54,scattered clouds
459,Balkanabat,TM,39.5108,54.3671,30.94,43,97,5.7,overcast clouds
460,Alghero,IT,40.5589,8.3181,55.49,67,0,3.44,clear sky
461,Tongzi,CN,28.7829,105.0877,38.01,66,81,1.41,broken clouds
462,Beringovskiy,RU,63.05,179.3167,-5.71,91,100,18.75,overcast clouds
463,Caravelas,BR,-17.7125,-39.2481,73.33,90,89,5.19,overcast clouds
464,Kalabo,ZM,-14.97,22.6814,65.97,95,100,6.17,light rain
465,Kolpashevo,RU,58.3131,82.9089,11.07,93,100,12.97,overcast clouds
466,Matara,LK,5.9485,80.5353,75.38,83,100,3.78,overcast clouds
467,High Level,CA,58.5169,-117.136,3.31,85,40,0.0,scattered clouds
468,Maningrida,AU,-12.0667,134.2667,84.54,73,100,7.87,light rain
469,Dali,CN,25.7,100.1833,45.32,62,0,4.0,clear sky
470,Alappuzha,IN,9.49,76.3264,73.99,82,46,4.54,scattered clouds
471,Los Chiles,CR,11.0333,-84.7167,71.74,83,99,4.94,overcast clouds
472,Clarence Town,AU,-32.5833,151.7833,86.14,36,0,10.98,clear sky
473,Abu Samrah,SY,35.3029,37.1841,48.72,84,100,6.06,overcast clouds
474,Rawson,AR,-43.3002,-65.1023,63.9,55,11,17.74,few clouds
475,Emerald,AU,-23.5333,148.1667,71.55,89,100,16.02,overcast clouds
476,Biltine,TD,14.5333,20.9167,65.77,24,48,8.21,scattered clouds
477,Nibbar,TN,36.2941,8.7666,45.82,52,1,4.99,clear sky
478,Namibe,AO,-15.1961,12.1522,72.01,82,100,1.95,light rain
479,Stjordalshalsen,NO,63.4681,10.9262,29.48,86,100,4.61,light snow
480,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,77,40,19.57,scattered clouds
481,Sungaipenuh,ID,-2.0833,101.3833,73.53,68,67,2.01,broken clouds
482,Merrill,US,45.1805,-89.6835,35.37,73,0,6.91,clear sky
483,Ahipara,NZ,-35.1667,173.1667,71.2,62,72,9.42,broken clouds
484,Mataram,ID,-8.5833,116.1167,83.21,73,66,3.33,broken clouds
485,Hammerfest,NO,70.6634,23.6821,27.05,74,75,3.44,broken clouds
486,Watertown,US,42.3709,-71.1828,32.52,87,100,18.41,snow
487,Beloha,MG,-25.1667,45.05,71.87,88,0,7.87,clear sky
488,Aromashevo,RU,56.8602,68.6375,17.83,74,100,17.96,overcast clouds
489,Varhaug,NO,58.6147,5.6457,38.48,69,60,7.81,light snow
490,Hualmay,PE,-11.0964,-77.6139,69.8,80,100,7.07,overcast clouds
491,Port Lincoln,AU,-34.7333,135.8667,74.25,55,51,8.57,broken clouds
492,Fairbanks,US,64.8378,-147.7164,6.76,79,0,3.44,clear sky
493,Severo-Yeniseyskiy,RU,60.3725,93.0408,-17.37,100,100,3.44,overcast clouds
494,Sibolga,ID,1.7427,98.7792,81.19,71,87,0.49,overcast clouds
495,Esso,RU,55.9333,158.7,1.67,95,100,8.05,light snow
496,Saldanha,ZA,-33.0117,17.9442,60.85,87,5,7.74,clear sky
497,Gizo,SB,-8.103,156.8419,84.92,70,76,9.51,broken clouds
498,Innisfail,AU,-17.5333,146.0333,78.51,90,100,4.34,overcast clouds
499,Meadow Lake,US,34.8014,-106.5436,44.11,51,100,18.79,overcast clouds
500,Kamenka,RU,51.3223,42.7678,17.92,93,92,12.55,overcast clouds
501,Formosa,AR,-26.1775,-58.1781,78.78,61,0,4.61,clear sky
502,Gao,ML,16.6362,1.637,62.83,20,0,11.41,clear sky
503,Mpika,ZM,-11.8343,31.4529,60.89,99,100,1.19,overcast clouds
504,El Carmen,CO,8.5106,-73.4478,66.34,91,84,4.85,broken clouds
505,Montivilliers,FR,49.5452,0.1877,44.22,93,100,23.02,moderate rain
506,Banjar,ID,-8.19,114.9675,83.68,77,100,1.68,overcast clouds
507,Sinnamary,GF,5.3833,-52.95,74.7,90,100,6.6,overcast clouds
508,Vestmanna,FO,62.1564,-7.1664,27.52,93,75,20.71,snow
509,Uige,AO,-7.6087,15.0613,65.46,100,100,1.12,light rain
510,Soyo,AO,-6.1349,12.3689,78.73,83,100,1.88,overcast clouds
511,Duns,GB,55.777,-2.3457,33.57,89,100,9.86,light snow
512,Pacific Grove,US,36.6177,-121.9166,49.68,91,100,1.99,light rain
513,Bubaque,GW,11.2833,-15.8333,76.62,76,93,6.35,overcast clouds
514,Bodden Town,KY,19.2833,-81.25,71.6,69,75,8.05,broken clouds
515,Pocoes,BR,-14.5297,-40.3653,62.38,99,18,3.49,few clouds
516,Maragogi,BR,-9.0122,-35.2225,76.91,75,52,3.24,broken clouds
517,Bellevue,US,47.6104,-122.2007,47.37,92,100,8.05,light rain
518,Hami,CN,42.8,93.45,12.4,35,98,1.95,overcast clouds
519,Gorom-Gorom,BF,14.4439,-0.2361,67.32,19,83,8.81,broken clouds
520,Liverpool,GB,53.4106,-2.9779,38.79,93,100,3.44,overcast clouds
521,Tabuk,PH,17.4189,121.4443,74.93,81,85,6.35,overcast clouds
522,Puerto Leguizamo,CO,-0.1934,-74.7819,71.22,99,100,3.18,overcast clouds
523,Ukiah,US,39.1502,-123.2078,48.15,91,100,3.44,overcast clouds
524,Trairi,BR,-3.2778,-39.2689,76.69,87,100,8.3,overcast clouds
525,Lekoni,GA,-1.5843,14.2591,72.72,87,68,3.4,broken clouds
526,Caraballeda,VE,10.6112,-66.8522,80.67,78,40,2.3,scattered clouds
527,Maneadero,MX,31.7167,-116.5667,55.09,83,100,1.99,light rain
528,Maputo,MZ,-25.9653,32.5892,73.45,89,69,3.91,broken clouds
529,Uryupinsk,RU,50.8047,42.0138,21.61,91,100,12.55,overcast clouds
530,Sarkand,KZ,45.41,79.9186,6.64,71,72,6.26,broken clouds
531,Korla,CN,41.7597,86.1469,3.15,94,90,2.26,overcast clouds
532,Valenca,BR,-13.3703,-39.0731,71.37,93,98,2.24,overcast clouds
533,Namatanai,PG,-3.6667,152.4333,83.71,70,89,6.53,overcast clouds
534,Kamaishi,JP,39.2667,141.8833,42.49,61,100,2.66,overcast clouds
535,Lososina,RU,48.9975,140.3106,0.43,66,9,12.44,clear sky
536,Canakkale,TR,40.0833,26.8333,32.58,89,91,2.66,overcast clouds
537,Plattsburgh,US,44.6995,-73.4529,19.92,71,0,6.91,clear sky
538,Westport,US,41.1415,-73.3579,37.09,48,0,9.22,clear sky
539,Poum,NC,-20.2333,164.0167,80.85,72,96,13.02,overcast clouds
540,Skjervoy,NO,70.0311,20.9714,23.0,71,100,18.1,overcast clouds
541,Dawei,MM,14.0833,98.2,73.24,70,5,1.28,clear sky
542,Safford,US,32.834,-109.7076,50.92,71,40,23.02,scattered clouds
543,Mocuba,MZ,-16.8392,36.9856,71.98,97,97,2.59,overcast clouds
544,Tigzirt,DZ,36.8886,4.1198,55.02,63,11,12.59,few clouds
545,Villarrica,PY,-25.75,-56.4333,72.82,82,4,2.28,clear sky
546,Aksay,RU,47.26,39.87,34.02,73,100,13.0,light snow
547,Gazanjyk,TM,39.2446,55.5154,25.14,72,100,13.35,overcast clouds
548,Atherton,GB,53.5237,-2.4935,39.29,95,92,3.4,overcast clouds
549,Outjo,NA,-20.1167,16.15,71.44,65,84,5.97,broken clouds
550,Panguna,PG,-6.3164,155.4848,83.05,61,70,4.03,light rain
551,Saint Anthony,US,45.0205,-93.218,35.91,83,0,9.22,clear sky
552,Kirakira,SB,-10.4544,161.9205,83.97,69,96,5.57,overcast clouds
553,Benghazi,LY,32.1167,20.0667,60.87,61,100,13.53,overcast clouds
554,Ghiror,IN,27.1833,78.8,40.35,55,74,4.41,broken clouds
555,Yar-Sale,RU,66.8333,70.8333,7.16,97,94,7.92,overcast clouds
556,Nishihara,JP,26.1842,127.7558,60.46,72,75,25.32,broken clouds
557,Susaki,JP,33.3667,133.2833,53.67,62,83,7.9,broken clouds
558,Auch,FR,43.65,0.5833,45.25,94,100,3.0,overcast clouds
559,Qrendi,MT,35.8347,14.4583,58.1,82,20,9.22,few clouds
560,Derzhavinsk,KZ,51.1,66.3167,-3.37,86,13,6.4,few clouds
561,Pryazha,RU,61.6926,33.6216,33.03,97,100,12.59,light snow
562,Black River,JM,18.0264,-77.8487,66.36,79,0,8.79,clear sky
563,Apex,US,35.7327,-78.8503,36.43,62,20,0.0,few clouds
564,Ulagan,RU,50.6321,87.9563,-8.1,98,98,1.34,overcast clouds
565,Izhma,RU,65.0083,53.9113,25.32,93,99,8.81,overcast clouds
566,Cap Malheureux,MU,-19.9842,57.6142,78.48,75,22,8.99,light rain
567,Taua,BR,-5.9667,-40.3,77.25,63,100,3.24,overcast clouds
568,Bacolod,PH,10.6667,122.95,81.66,80,8,5.46,clear sky
569,Zhigansk,RU,66.7697,123.3711,-49.22,93,100,5.97,overcast clouds
570,Hovd,MN,48.0056,91.6419,-0.9,68,98,0.45,overcast clouds
571,Beyneu,KZ,45.3167,55.2,24.19,74,100,12.33,overcast clouds
572,Rongcheng,CN,30.634,117.8517,32.05,53,0,4.47,clear sky
573,Bure,ET,10.7,37.0667,57.88,67,83,4.56,broken clouds
574,Marathon,US,44.9,-89.7668,35.13,76,0,10.36,clear sky
575,Bilibino,RU,68.0546,166.4372,-24.16,96,67,7.09,broken clouds
576,Dmitriyevskoye,RU,45.8053,41.8967,32.43,87,30,11.23,scattered clouds
577,Ust-Kan,RU,50.9276,84.761,-10.68,95,31,4.59,scattered clouds
578,Lebane,RS,42.9239,21.7375,32.59,86,100,5.82,overcast clouds
579,Siwana,IN,25.6333,72.4167,44.37,26,1,6.78,clear sky
580,Acari,PE,-15.4311,-74.6158,72.43,77,80,2.91,broken clouds
581,Salobrena,ES,36.7428,-3.5872,57.47,64,1,12.62,clear sky
582,Manacor,ES,39.5696,3.2096,53.33,78,38,9.04,scattered clouds
583,San-Pedro,CI,4.7485,-6.6363,76.95,88,4,1.48,clear sky
584,Canguaretama,BR,-6.38,-35.1289,76.41,82,96,8.19,overcast clouds
585,Watrous,CA,51.6668,-105.4679,17.38,93,73,1.14,broken clouds
586,Iquique,CL,-20.2208,-70.1431,69.84,73,1,1.36,clear sky
587,Leh,IN,34.1667,77.5833,-5.08,75,11,2.44,few clouds
588,Bani Walid,LY,31.7566,13.9942,50.34,51,0,10.2,clear sky
589,Tonosho,JP,34.4833,134.1833,51.4,73,100,14.43,overcast clouds
590,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,76,75,15.99,broken clouds
591,Pingshan,CN,22.9938,114.7131,47.41,64,100,7.29,overcast clouds
592,Talcher,IN,20.95,85.2167,63.19,80,0,1.5,clear sky
593,Khash,IR,28.2211,61.2158,36.7,33,0,4.32,clear sky
594,Kirensk,RU,57.7853,108.1119,-12.86,97,100,2.75,overcast clouds
595,San Francisco Del Mar,MX,16.2333,-94.65,75.24,67,0,9.33,clear sky
596,Selma,US,36.5708,-119.6121,52.05,100,0,6.91,clear sky
597,Cayenne,GF,4.9333,-52.3333,73.44,94,75,2.3,broken clouds
598,Juan Lacaze,UY,-34.4342,-57.4381,79.12,43,0,17.52,clear sky
599,Siguiri,GN,11.6667,-9.5,70.48,16,28,3.58,scattered clouds
600,Umm Lajj,SA,25.0213,37.2685,65.97,60,100,11.07,overcast clouds
601,Boa Esperanca,BR,-21.09,-45.5658,70.84,88,100,2.24,heavy intensity rain
602,Baghdad,IQ,33.3406,44.4009,44.51,76,100,3.44,fog
603,Pontianak,ID,-0.0333,109.3333,80.58,83,20,4.61,few clouds
604,Juegang,CN,32.3174,121.1855,34.99,53,14,13.2,few clouds
605,Whitehorse,CA,60.7161,-135.0538,14.81,91,75,0.0,broken clouds
606,Teodoro Sampaio,BR,-22.5325,-52.1675,74.7,79,66,1.57,broken clouds
607,Plettenberg Bay,ZA,-34.0527,23.3716,67.06,90,100,5.93,overcast clouds
608,Longkou,CN,37.6508,120.3286,28.76,46,4,9.64,clear sky
609,Baykit,RU,61.67,96.37,-40.77,100,90,1.86,overcast clouds
610,Ayolas,PY,-27.4,-56.9,74.28,48,0,4.03,clear sky
611,Guadalupe Y Calvo,MX,26.1,-106.9667,36.16,71,2,5.39,clear sky
612,Swift Current,CA,50.2834,-107.8014,20.21,93,100,5.75,overcast clouds
613,Lexington,US,37.9887,-84.4777,37.4,56,0,5.75,clear sky
614,Lorengau,PG,-2.0226,147.2712,83.77,68,76,3.44,broken clouds
615,Kumano,JP,34.3442,132.5894,50.92,77,75,7.27,broken clouds
616,Valdivia,CL,-39.8142,-73.2459,62.69,58,100,3.38,overcast clouds
617,Vizinga,RU,61.0749,50.1031,16.21,92,100,10.25,overcast clouds
618,Dodge City,US,37.7528,-100.0171,61.05,29,0,13.8,clear sky
619,Pandan,PH,14.0453,124.1694,78.64,90,100,10.76,overcast clouds
620,Damghan,IR,36.1683,54.348,28.89,49,10,0.67,clear sky
621,Conceicao Da Barra,BR,-18.5933,-39.7322,75.07,82,100,6.29,overcast clouds
622,Karagay,RU,58.2667,54.9368,6.48,88,84,9.33,broken clouds
623,Ayni,TJ,39.3941,68.5377,3.94,39,0,6.8,clear sky
624,Komsomolets,KZ,53.7453,62.0708,6.03,75,12,7.52,few clouds
625,Ardakan,IR,32.31,54.0175,35.37,48,0,4.9,clear sky
626,Mezen,RU,65.8522,44.24,30.85,92,100,16.04,overcast clouds
627,Micheweni,TZ,-4.9667,39.8333,80.74,78,28,12.97,scattered clouds
628,Nagua,DO,19.3832,-69.8474,71.1,66,59,10.8,broken clouds
629,Orcopampa,PE,-15.2661,-72.3417,47.86,70,87,1.99,overcast clouds
630,Dobryanka,RU,58.4619,56.4165,7.9,89,70,9.22,broken clouds
631,Ternate,ID,0.8,127.4,83.55,68,90,2.89,overcast clouds
632,Miri,MY,4.4148,114.0089,80.74,83,40,2.3,scattered clouds
633,Watsa,CD,3.0372,29.5355,66.09,48,82,2.08,broken clouds
634,Mangochi,MW,-14.4782,35.2645,70.29,94,100,2.13,light rain
635,Carman,CA,49.4992,-98.0016,23.09,93,100,2.3,overcast clouds
636,Effium,NG,6.6292,8.0593,73.42,24,9,1.59,clear sky
637,Si Sa Ket,TH,14.8333,104.3333,74.88,60,1,7.65,clear sky
638,Loiza,PR,18.4313,-65.8802,72.68,92,100,9.22,heavy intensity rain
639,Salinopolis,BR,-0.6136,-47.3561,75.29,88,100,2.39,overcast clouds
640,Coos Bay,US,43.3665,-124.2179,47.93,94,75,8.05,broken clouds
641,Sestri Levante,IT,44.2732,9.3968,55.06,89,79,3.0,broken clouds
642,Hongjiang,CN,27.11,109.9956,36.3,59,87,4.07,overcast clouds
643,Mujiayingzi,CN,42.1167,118.7833,10.94,47,0,8.12,clear sky
644,Tazovskiy,RU,67.4667,78.7,-8.43,96,100,15.95,overcast clouds
645,Matay,EG,28.419,30.7792,51.85,54,61,6.49,broken clouds
646,Nizwa,OM,22.9333,57.5333,61.11,57,53,1.97,broken clouds
647,Alyangula,AU,-13.8483,136.4192,84.83,68,96,5.12,overcast clouds
648,Ilo,PE,-17.6394,-71.3375,69.76,82,10,3.38,clear sky
649,Ulaangom,MN,49.9811,92.0667,-19.26,95,91,2.24,overcast clouds
650,Shenzhen,CN,22.5455,114.0683,56.14,77,100,10.33,overcast clouds
651,Toba,JP,34.4833,136.85,51.8,63,100,21.14,overcast clouds
652,Zorritos,PE,-3.6805,-80.6782,79.09,66,100,7.56,overcast clouds
653,Tateyama,JP,34.9833,139.8667,49.1,83,100,1.48,light rain
654,Acarau,BR,-2.8856,-40.12,77.45,87,100,10.45,overcast clouds
655,The Pas,CA,53.8251,-101.2541,6.82,85,20,6.91,few clouds
656,Takoradi,GH,4.8845,-1.7554,78.4,84,6,5.08,clear sky
657,Kidal,ML,18.4411,1.4078,62.1,20,0,11.34,clear sky
658,Fez,MA,34.0372,-4.9998,43.05,93,20,8.05,few clouds
659,Bull Savanna,JM,17.8868,-77.5902,66.88,75,0,7.61,clear sky
660,Sezze,IT,41.5033,13.0641,52.81,88,93,1.01,overcast clouds
661,Port Hardy,CA,50.6996,-127.4199,44.78,100,100,2.3,light intensity shower rain
662,Zhoucheng,CN,35.9122,116.3117,24.35,56,3,4.63,clear sky
663,Point Pedro,LK,9.8167,80.2333,76.15,74,100,8.57,overcast clouds
664,Champerico,GT,14.3,-91.9167,78.3,76,3,1.79,clear sky
665,Luchegorsk,RU,46.4764,134.2569,-13.22,92,67,4.9,broken clouds
666,Tayu,ID,-6.5397,111.0518,83.1,72,100,3.94,overcast clouds
667,Tamandare,BR,-8.7597,-35.1047,76.44,77,34,3.11,scattered clouds
668,Paita,PE,-5.0892,-81.1144,70.09,78,100,11.81,overcast clouds
669,Cam Ranh,VN,11.9214,109.1591,76.96,69,20,6.91,few clouds
670,Gimli,CA,50.6336,-96.9907,26.62,86,100,2.3,overcast clouds
671,Ingham,US,42.6,-84.3833,31.77,68,0,10.36,clear sky
672,Sola,VU,-13.8833,167.55,81.54,75,90,11.36,overcast clouds
673,Aras,ES,42.5617,-2.356,39.63,87,40,4.61,light snow
674,Xinyang,CN,32.1228,114.0656,30.81,47,1,3.4,clear sky
675,Aykhal,RU,66.0,111.5,-51.72,100,63,4.54,broken clouds
676,Hirara,JP,24.8,125.2833,60.66,88,75,26.46,broken clouds
677,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,34,2,26.84,clear sky
678,Eyl,SO,7.9803,49.8164,73.33,72,49,13.91,scattered clouds
679,Jiquipilas,MX,16.6667,-93.65,63.84,87,5,1.95,clear sky
680,Davila,PH,18.4726,120.5763,78.78,85,99,30.47,overcast clouds
681,Show Low,US,34.2542,-110.0298,35.89,83,75,13.8,broken clouds
682,Urucara,BR,-2.5364,-57.76,72.01,99,100,2.86,light rain
683,Egvekinot,RU,66.3167,-179.1667,-16.1,83,68,20.62,broken clouds
684,Sulangan,PH,11.1373,123.7228,80.56,78,13,1.1,few clouds
685,Sayyan,YE,15.1718,44.3244,48.94,46,4,1.52,clear sky
686,Roma,US,43.2128,-75.4557,20.95,88,75,5.75,broken clouds
687,Sisimiut,GL,66.9395,-53.6735,2.05,90,99,36.1,overcast clouds
688,Khonsa,IN,27.0167,95.5667,53.58,70,37,1.59,scattered clouds
689,Varzea Da Palma,BR,-17.5981,-44.7308,72.59,82,100,2.35,overcast clouds
690,Tver,RU,56.8619,35.8931,22.69,92,99,15.26,overcast clouds
691,Bonoua,CI,5.2741,-3.595,82.02,89,4,2.84,light rain
692,Lasem,ID,-6.6922,111.4527,81.84,77,100,4.83,overcast clouds
693,Waddan,LY,29.1614,16.139,49.46,75,0,3.53,clear sky
694,Cermik,TR,38.1361,39.4493,43.05,77,100,3.31,overcast clouds
695,Igarka,RU,67.4667,86.5833,-22.86,95,100,10.36,overcast clouds
696,La Rioja,ES,42.25,-2.5,29.98,75,100,14.54,overcast clouds
697,Sabha,LY,27.0377,14.4283,48.25,56,0,4.88,clear sky
698,Byron Bay,AU,-28.65,153.6167,81.95,61,66,10.29,broken clouds
