city_id,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
207,Cidreira,BR,2023-01-12 14:58:46,-30.1811,-50.2056,301.99,51,2,3.14
208,Opuwo,NA,2023-01-12 14:58:47,-18.0607,13.84,304.99,28,100,5.88
209,Presidencia Roque Saenz Pena,AR,2023-01-12 14:58:47,-26.7852,-60.4388,309.32,27,100,3.06
210,Touros,BR,2023-01-12 14:58:47,-5.1989,-35.4608,303.53,55,24,6.32
211,Rumoi,JP,2023-01-12 14:58:48,43.9344,141.6428,272.27,89,45,2.99
212,Bereda,ES,2023-01-12 14:58:48,43.2686,-7.5406,283.94,90,100,3.68
213,Nerchinskiy Zavod,RU,2023-01-12 14:58:49,51.3088,119.61,255.17,70,100,7.23
214,Bilibino,RU,2023-01-12 14:58:49,68.0546,166.4372,246.22,79,19,2.23
215,Katsuura,JP,2023-01-12 14:58:49,35.1333,140.3,282.28,55,1,2.52
216,Tiksi,RU,2023-01-12 14:58:50,71.6872,128.8694,238.2,99,100,3.21
217,Maniitsoq,GL,2023-01-12 14:58:50,65.4167,-52.9,256.47,70,6,3.43
218,Camacha,PT,2023-01-12 14:58:50,33.0833,-16.3333,289.83,63,40,3.6
219,Georgetown,MY,2023-01-12 14:56:59,5.4112,100.3354,300.11,88,20,2.24
220,Bail Hongal,IN,2023-01-12 14:58:51,15.8167,74.8667,296.73,24,19,1.2
221,Ust-Tsilma,RU,2023-01-12 14:58:51,65.441,52.1498,267.57,93,100,4.13
222,Port Alfred,ZA,2023-01-12 14:54:27,-33.5906,26.891,301.03,83,49,1.79
223,Lodja,CD,2023-01-12 14:55:14,-3.4833,23.4333,299.35,70,99,0.9
224,Rawson,AR,2023-01-12 14:59:52,-43.3002,-65.1023,289.32,56,100,14.5
225,Road Town,VG,2023-01-12 14:59:52,18.4167,-64.6167,301.17,78,40,3.09
226,Chara,RU,2023-01-12 14:59:53,56.9064,118.2631,242.39,81,100,2.24
227,Taoudenni,ML,2023-01-12 14:59:53,22.6783,-3.9836,300.29,12,0,3.79
228,Ondjiva,AO,2023-01-12 14:59:49,-17.0667,15.7333,304.17,42,40,6.69
229,Bubaque,GW,2023-01-12 14:59:53,11.2833,-15.8333,298.56,45,1,3.12
230,Sundargarh,IN,2023-01-12 14:59:54,22.1167,84.0333,292.09,38,0,0.82
231,Esperance,AU,2023-01-12 14:59:54,-33.8667,121.9,290.25,89,0,5.33
232,Hirara,JP,2023-01-12 14:59:54,24.8,125.2833,295.56,84,53,10.29
233,Okha,RU,2023-01-12 14:59:55,53.5739,142.9478,255.78,89,100,3.15
234,Cabo San Lucas,MX,2023-01-12 14:59:55,22.8909,-109.9124,293.43,47,0,1.4
235,Guanare,VE,2023-01-12 14:59:55,9.0418,-69.7421,304.16,55,76,2.06
236,Areia Branca,BR,2023-01-12 14:59:56,-4.9561,-37.1369,308.26,49,1,6.98
237,Hamilton,US,2023-01-12 14:56:37,39.1834,-84.5333,285.5,97,100,3.09
238,Perth,AU,2023-01-12 14:54:28,-31.9333,115.8333,294.83,79,0,4.63
239,Taruma,BR,2023-01-12 14:57:30,-22.7467,-50.5772,298.73,74,95,3.12
240,Sherpur,BD,2023-01-12 14:59:56,25.0188,90.0175,290.92,35,0,1.68
241,Raahe,FI,2023-01-12 14:59:57,64.6833,24.4833,275.2,89,100,9.23
242,Pitimbu,BR,2023-01-12 14:59:57,-7.4706,-34.8086,303.48,64,47,5.11
243,Te Anau,NZ,2023-01-12 14:59:58,-45.4167,167.7167,281.1,94,6,0.75
244,Ambilobe,MG,2023-01-12 14:59:58,-13.2,49.05,298.8,84,97,1.45
245,Sabzevar,IR,2023-01-12 14:59:58,36.2126,57.6819,267.75,33,0,5.14
246,Port Augusta,AU,2023-01-12 14:59:59,-32.5,137.7667,299.61,35,4,4.15
247,Fuerte Olimpo,PY,2023-01-12 14:59:59,-21.0415,-57.8738,308.03,41,7,3.63
248,Porto Tolle,IT,2023-01-12 14:59:59,44.9497,12.3245,282.98,58,35,2.4
249,Tucurui,BR,2023-01-12 15:00:00,-3.7661,-49.6725,303.87,61,90,1.58
250,Thompson,CA,2023-01-12 15:00:00,55.7435,-97.8558,246.67,100,13,0.39
251,Mahebourg,MU,2023-01-12 15:00:01,-20.4081,57.7,298.85,75,72,6.26
252,Ust-Kan,RU,2023-01-12 15:00:04,50.9276,84.761,246.5,93,14,3.07
253,Davila,PH,2023-01-12 15:00:08,18.4726,120.5763,298.0,76,5,2.55
254,Blenheim,NZ,2023-01-12 15:00:10,-41.516,173.9528,285.47,88,71,1.73
255,Ahipara,NZ,2023-01-12 15:00:14,-35.1667,173.1667,289.19,91,29,1.7
256,Vega De Alatorre,MX,2023-01-12 15:00:16,20.0333,-96.6333,297.34,66,3,0.31
257,Baracoa,CU,2023-01-12 15:00:18,20.3467,-74.4958,298.13,77,73,4.71
258,Kathu,TH,2023-01-12 15:00:19,7.9178,98.3332,299.05,72,93,3.31
259,Husavik,IS,2023-01-12 14:57:23,66.0449,-17.3389,269.37,91,100,2.9
260,Kibre Mengist,ET,2023-01-12 15:00:21,5.8833,38.9833,297.01,21,41,3.73
261,Hambantota,LK,2023-01-12 15:00:22,6.1241,81.1185,298.34,83,20,1.03
262,Le Vauclin,MQ,2023-01-12 15:00:23,14.5452,-60.8388,301.18,74,75,7.2
263,Ribeira Grande,PT,2023-01-12 15:00:24,38.5167,-28.7,290.8,94,75,5.66
264,Broken Hill,AU,2023-01-12 15:00:28,-31.95,141.4333,301.31,36,78,3.21
265,Changli,CN,2023-01-12 15:00:30,39.7042,119.1506,277.09,94,100,2.16
266,Craig,US,2023-01-12 15:00:33,40.5153,-107.5464,261.94,92,38,2.36
267,Bogande,BF,2023-01-12 15:00:34,12.9714,-0.1436,303.52,12,70,4.5
268,Ust-Ishim,RU,2023-01-12 15:00:35,57.6935,71.1665,261.2,92,100,4.04
269,Sangar,RU,2023-01-12 15:01:35,63.9242,127.4739,228.73,99,100,0.24
270,Tartus,SY,2023-01-12 15:01:36,34.889,35.8866,288.3,46,100,5.15
271,Saldanha,ZA,2023-01-12 15:01:36,-33.0117,17.9442,293.49,69,39,4.52
272,Acu,BR,2023-01-12 15:01:36,-5.5767,-36.9086,308.92,30,0,3.43
273,Parambu,BR,2023-01-12 15:01:37,-6.2111,-40.6944,305.11,42,64,3.3
274,Tuatapere,NZ,2023-01-12 15:01:37,-46.1333,167.6833,280.95,94,13,1.33
275,Yar-Sale,RU,2023-01-12 15:01:38,66.8333,70.8333,243.03,100,99,2.1
276,Ancud,CL,2023-01-12 15:01:38,-41.8697,-73.8203,287.1,63,66,2.72
277,Lompoc,US,2023-01-12 15:00:12,34.6391,-120.4579,286.92,93,100,2.53
278,Esperantinopolis,BR,2023-01-12 15:01:39,-4.8667,-44.7083,303.55,63,41,1.66
279,Leningradskiy,RU,2023-01-12 15:01:39,69.3833,178.4167,246.23,100,100,1.9
280,Uzhhorod,UA,2023-01-12 15:01:39,48.6167,22.3,280.09,91,85,1.65
281,Enshi,CN,2023-01-12 15:01:40,30.3,109.4833,285.91,89,27,0.26
282,Bilma,NE,2023-01-12 15:01:40,18.6853,12.9164,295.73,13,10,1.28
283,Mitu,CO,2023-01-12 15:01:41,1.1983,-70.1733,295.34,98,100,0.95
284,Ialibu,PG,2023-01-12 15:01:41,-6.2821,143.9935,286.4,97,100,0.95
285,Lazaro Cardenas,MX,2023-01-12 15:01:41,17.9583,-102.2,297.08,64,1,1.58
286,Provideniya,RU,2023-01-12 15:01:42,64.3833,-173.3,256.79,95,92,4.04
287,Katangli,RU,2023-01-12 15:01:43,51.7102,143.2326,256.41,95,100,1.94
288,Fort Nelson,CA,2023-01-12 15:00:44,58.8053,-122.7002,249.01,100,58,0.32
289,Tabou,CI,2023-01-12 15:01:43,4.423,-7.3528,301.85,66,60,4.22
290,Namibe,AO,2023-01-12 15:01:43,-15.1961,12.1522,296.91,71,98,5.0
291,Porto Novo,BJ,2023-01-12 15:01:44,6.4965,2.6036,304.62,48,31,5.8
292,Lethem,GY,2023-01-12 15:01:44,3.3803,-59.7968,300.41,70,94,4.31
293,Hobyo,SO,2023-01-12 15:01:45,5.3505,48.5268,298.66,69,38,9.41
