city_id,City,Country,Max Temp,Lat,Lng,Weather Description,Hotel Name
330,Suamico,US,36.18,44.6319,-88.0393,clear sky,Country Inn & Suites
331,Mehamn,NO,30.11,71.0357,27.8492,light snow,Mehamn Arctic hotell
332,Ust-Nera,RU,-22.5,64.5667,143.2,overcast clouds,"гостиница ""Солнечная"""
334,Mandalgovi,MN,5.11,45.7625,106.2708,overcast clouds,АЛТАНГОВЬ Hotel
335,Corinto,GR,43.9,37.9407,22.9573,clear sky,Apollon
336,Igdir,TR,23.99,39.9237,44.045,scattered clouds,Azer Otel
339,San Rafael,AR,73.22,-34.6177,-68.3301,scattered clouds,Hotel Regional
341,Piacabucu,BR,76.75,-10.4056,-36.4344,broken clouds,O Leão
343,Anadyr,RU,-8.9,64.75,177.4833,clear sky,Гостевой дом
346,Linhares,BR,70.93,-19.3911,-40.0722,overcast clouds,Days Inn Linhares
347,Iskateley,RU,23.79,67.6803,53.1512,overcast clouds,Авантаж
351,Beitbridge,ZW,75.36,-22.2167,30.0,light rain,Beitbridge Inn & Casino
352,Coquimbo,CL,62.33,-29.9533,-71.3436,clear sky,Hotel Iberia
353,Grindavik,IS,19.87,63.8424,-22.4338,clear sky,The Retreat at Blue Lagoon Iceland
357,Lasa,IT,30.02,46.6166,10.7002,light snow,"Hotel ""Drei Kreuz"""
358,Faanui,PF,79.29,-16.4833,-151.75,light rain,Oa Oa Lodge
362,Ziway,ET,59.74,7.9333,38.7167,clear sky,Jinka Hotel
363,Praia Da Vitoria,PT,50.76,38.7333,-27.0667,clear sky,Salles
364,Nanortalik,GL,20.19,60.1432,-45.2371,overcast clouds,Kap Farvel
365,Jumla,NP,37.2,29.2747,82.1838,overcast clouds,Amar Sandesh Guesthouse
366,Pangai,TO,87.91,-19.8,-174.35,scattered clouds,Billy's Place
367,Kovdor,RU,30.27,67.5662,30.4758,overcast clouds,Уют
369,Chapada Dos Guimaraes,BR,67.66,-15.4606,-55.7497,overcast clouds,Pousada Rios
370,Santa Fe,AR,88.0,-31.6333,-60.7,light rain,Intersur Hotel
371,Kilindoni,TZ,81.25,-7.9139,39.6668,broken clouds,Ibizza Inn
372,Maceio,BR,78.24,-9.6658,-35.7353,scattered clouds,Maceió Hostel e Pousada
373,Port Augusta,AU,94.03,-32.5,137.7667,few clouds,Hotel Commonwealth
374,Martapura,ID,80.69,-3.4167,114.85,few clouds,Q-Hotel Grand Dafam
375,Bullhead City,US,58.42,35.1478,-114.5683,clear sky,Laughlin River Lodge
377,Vestmannaeyjar,IS,22.95,63.4427,-20.2734,clear sky,Westman Islands Inn
378,Ayagoz,KZ,-16.89,47.9714,80.4392,scattered clouds,Нур
379,Hervey Bay,AU,77.47,-25.2986,152.8535,light rain,Hervey Bay Hotel
380,Sassandra,CI,76.69,4.95,-6.0833,clear sky,Hotel Le Pollet
381,Chalmette,US,55.4,29.9427,-89.9634,clear sky,Holiday Inn Express & Suites Chalmette - New Orleans S
383,Kununurra,AU,85.98,-15.7667,128.7333,scattered clouds,Kununurra Country Club Resort
384,Ambovombe,MG,71.69,-25.1667,46.0833,clear sky,La source
385,Santa Rosa,PH,79.02,14.3122,121.1114,moderate rain,JARS RESORT
386,Alekseyevka,RU,22.77,50.6309,38.6903,light snow,Гостиница Тихая Сосна
394,Gweta,BW,74.95,-20.1833,25.2333,broken clouds,Gweta Lodge
397,Geilo,NO,26.46,60.5333,8.2076,overcast clouds,Geilo Apartment
399,Verkhoyansk,RU,-47.22,67.5447,133.385,overcast clouds,Полюс холода
400,Boa Vista,BR,80.58,2.8197,-60.6733,scattered clouds,Aipana Plaza Hotel
401,Dolores,AR,66.31,-36.3132,-57.6792,clear sky,Plaza Hotel
408,Waingapu,ID,85.98,-9.6567,120.2641,scattered clouds,HOTEL SANDLEWOOD
410,Burg,DE,40.12,51.8333,14.15,broken clouds,Hotel Bleske
411,Healdsburg,US,49.35,38.6105,-122.8692,moderate rain,Healdsburg Inn
414,Itarema,BR,77.65,-2.9248,-39.9167,overcast clouds,Pousada Oásis
415,Cairns,AU,87.75,-16.9167,145.7667,scattered clouds,Cairns Queens Court Accommodation
419,San Sebastian,ES,51.64,43.3128,-1.975,light rain,Hotel One Shot Tabakalera House
420,Vilshofen,DE,37.67,48.6333,13.1833,overcast clouds,Wittelsbacher Zollhaus
421,Yenagoa,NG,76.03,4.9247,6.2642,few clouds,Peretimi Hotels Ltd.
424,Jiexiu,CN,20.1,37.0244,111.9125,clear sky,友谊宾馆
427,Kiama,AU,79.25,-34.6833,150.8667,broken clouds,Nova Kiama
429,Petropavl,KZ,15.78,54.8753,69.1628,clear sky,Южная
431,Rio Gallegos,AR,60.85,-51.6226,-69.2181,clear sky,Amérian Río Gallegos Apart & Suites
432,Joshimath,IN,34.07,30.5667,79.5667,clear sky,Snow Crest Hotel
433,Vila Do Maio,CV,73.49,15.1333,-23.2167,overcast clouds,Residencial Jardins De Maio
434,Basco,PH,72.36,20.4487,121.9702,overcast clouds,Tawsen Hotel
438,Bartica,GY,77.32,6.4,-58.6167,scattered clouds,Rockville Hotel
439,Katsina,NG,60.15,12.9894,7.6006,overcast clouds,Fadama view Hotel
440,Brae,GB,33.01,60.3964,-1.353,broken clouds,Brae Hotel
441,Ruza,RU,23.88,55.699,36.1952,overcast clouds,Руза
442,Pangody,RU,16.57,65.85,74.4859,light snow,Газпром энерго
444,Vanersborg,SE,39.58,58.3807,12.3234,broken clouds,Strand hotell
446,Altay,CN,-9.36,47.8667,88.1167,overcast clouds,Sunshine Holiday Hotel
448,Bad Sachsa,DE,41.23,51.595,10.5555,overcast clouds,Harz Hotel und Gästehaus
449,Homer,US,39.09,59.6425,-151.5483,light rain,Driftwood Inn & Homer Seaside Lodges
450,Inhambane,MZ,78.85,-23.865,35.3833,light rain,Hotel de Inhambane
452,San Nicolas,PH,78.71,18.1725,120.5953,few clouds,Mira de Polaris Hotel
453,Cedar City,US,34.77,37.6775,-113.0619,overcast clouds,Baymont Inn & Suites
454,Eureka,US,49.93,40.8021,-124.1637,overcast clouds,"Eureka Inn, Trademark Collection by Wyndham"
456,Salon-De-Provence,FR,40.64,43.6407,5.0954,clear sky,Hôtel d'Angleterre
457,Fort Nelson,CA,10.94,58.8053,-122.7002,mist,Fort Nelson Hotel
459,Balkanabat,TM,30.94,39.5108,54.3671,overcast clouds,Nebitçi
460,Alghero,IT,55.49,40.5589,8.3181,clear sky,Catalunya
463,Caravelas,BR,73.33,-17.7125,-39.2481,overcast clouds,Pousada dos Navegantes
464,Kalabo,ZM,65.97,-14.97,22.6814,light rain,Golden Lodge Luxury Acomodation
465,Kolpashevo,RU,11.07,58.3131,82.9089,overcast clouds,Легенда
466,Matara,LK,75.38,5.9485,80.5353,overcast clouds,Villa Palm Breeze
467,High Level,CA,3.31,58.5169,-117.136,scattered clouds,Executive House Suites Hotel & Conference Centre
469,Dali,CN,45.32,25.7,100.1833,clear sky,风花雪月大酒店
470,Alappuzha,IN,73.99,9.49,76.3264,scattered clouds,Unnis Hotel
471,Los Chiles,CR,71.74,11.0333,-84.7167,overcast clouds,Cabinas Felicia
472,Clarence Town,AU,86.14,-32.5833,151.7833,clear sky,Erringhi Hotel
474,Rawson,AR,63.9,-43.3002,-65.1023,few clouds,Hotel Deportivo
475,Emerald,AU,71.55,-23.5333,148.1667,overcast clouds,Emerald Central Hotel
476,Biltine,TD,65.77,14.5333,20.9167,scattered clouds,فندق ثلاث نجوم بلتن
478,Namibe,AO,72.01,-15.1961,12.1522,light rain,Hotel Chik Chik Namibe
479,Stjordalshalsen,NO,29.48,63.4681,10.9262,light snow,Quality
480,Puerto Del Rosario,ES,65.95,28.5004,-13.8627,scattered clouds,Hotel Tamasite
481,Sungaipenuh,ID,73.53,-2.0833,101.3833,broken clouds,Hotel Matahari
483,Ahipara,NZ,71.2,-35.1667,173.1667,broken clouds,YHA Ahipara
484,Mataram,ID,83.21,-8.5833,116.1167,broken clouds,hotel solas
485,Hammerfest,NO,27.05,70.6634,23.6821,broken clouds,Thon Hotel Hammerfest
486,Watertown,US,32.52,42.3709,-71.1828,snow,Four Points by Sheraton Boston Newton
488,Aromashevo,RU,17.83,56.8602,68.6375,overcast clouds,Рассвет
490,Hualmay,PE,69.8,-11.0964,-77.6139,overcast clouds,Hotel Mi Choacan
491,Port Lincoln,AU,74.25,-34.7333,135.8667,broken clouds,Boston Hotel
492,Fairbanks,US,6.76,64.8378,-147.7164,clear sky,Westmark Fairbanks Hotel
493,Severo-Yeniseyskiy,RU,-17.37,60.3725,93.0408,overcast clouds,Актолик
494,Sibolga,ID,81.19,1.7427,98.7792,overcast clouds,Hotel Prima Indah
495,Esso,RU,1.67,55.9333,158.7,light snow,Горизонты Камчатки
496,Saldanha,ZA,60.85,-33.0117,17.9442,clear sky,Hoedjesbaai
497,Gizo,SB,84.92,-8.103,156.8419,broken clouds,Gizo Hotel
501,Formosa,AR,78.78,-26.1775,-58.1781,clear sky,Hotel Hostal del Rey
503,Mpika,ZM,60.89,-11.8343,31.4529,overcast clouds,Melody Lodge
505,Montivilliers,FR,44.22,49.5452,0.1877,moderate rain,Kyriad Hôtel
506,Banjar,ID,83.68,-8.19,114.9675,overcast clouds,Villa Banjar Beach
507,Sinnamary,GF,74.7,5.3833,-52.95,overcast clouds,Hôtel du fleuve
510,Soyo,AO,78.73,-6.1349,12.3689,overcast clouds,Hotel Maria Teres
511,Duns,GB,33.57,55.777,-2.3457,light snow,White Swan
512,Pacific Grove,US,49.68,36.6177,-121.9166,light rain,Pacific Grove Inn
513,Bubaque,GW,76.62,11.2833,-15.8333,overcast clouds,Chez Julio
514,Bodden Town,KY,71.6,19.2833,-81.25,broken clouds,Turtle Nest Inn
516,Maragogi,BR,76.91,-9.0122,-35.2225,broken clouds,Pousada Mariluz
517,Bellevue,US,47.37,47.6104,-122.2007,light rain,AC Hotel by Marriott Seattle Bellevue/Downtown
520,Liverpool,GB,38.79,53.4106,-2.9779,overcast clouds,The Lord Nelson Hotel
521,Tabuk,PH,74.93,17.4189,121.4443,overcast clouds,Davidson Hotel
522,Puerto Leguizamo,CO,71.22,-0.1934,-74.7819,overcast clouds,Hotel Girasoles
523,Ukiah,US,48.15,39.1502,-123.2078,overcast clouds,Palace Hotel
525,Lekoni,GA,72.72,-1.5843,14.2591,broken clouds,Le rdv des chasseurs
526,Caraballeda,VE,80.67,10.6112,-66.8522,scattered clouds,Hotel Belmar
528,Maputo,MZ,73.45,-25.9653,32.5892,broken clouds,Mozaika
529,Uryupinsk,RU,21.61,50.8047,42.0138,overcast clouds,"гостиница ""Урюпинск"""
530,Sarkand,KZ,6.64,45.41,79.9186,broken clouds,Сарканд
